trip_id,departure_time,trip_time,score
12718828-BPPC6-BP_C6-Weekday-30,24:40:00,,
12718868-BPPC6-BP_C6-Weekday-30,14:39:00,40,0
12719513-BPPC6-BP_C6-Weekday-30,07:19:00,44,4
12719514-BPPC6-BP_C6-Weekday-30,08:50:00,42,2
12719516-BPPC6-BP_C6-Weekday-30,10:43:00,39,-1
12719517-BPPC6-BP_C6-Weekday-30,12:13:00,39,-1
12719521-BPPC6-BP_C6-Weekday-30,13:38:00,39,-1
12719522-BPPC6-BP_C6-Weekday-30,05:59:00,38,-2
12719524-BPPC6-BP_C6-Weekday-30,06:07:00,38,-2
12719525-BPPC6-BP_C6-Weekday-30,13:45:00,39,-1
12719526-BPPC6-BP_C6-Weekday-30,12:27:00,39,-1
12719528-BPPC6-BP_C6-Weekday-30,07:27:00,44,4
12719529-BPPC6-BP_C6-Weekday-30,10:58:00,39,-1
12719532-BPPC6-BP_C6-Weekday-30,09:03:00,39,-1
12719543-BPPC6-BP_C6-Weekday-30,19:05:00,38,-2
